,ts_code,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date
1549,h20374.CSI,中国内地全指(全),中证中国内地企业全球综合全收益指数,CSI,中证公司,中证行业指数,综合指数,20041231,1000.0,20140731,其他,中证中国内地企业全球综合指数，选取全球市场上市的中国内地企业组成样本股，旨在全面反映上市中国内地企业的整体表现。,
1550,h20375.CSI,CN能源综合(全),中证中国内地企业全球能源综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球能源综合指数旨在反映能源行业股票的整体表现。,
1551,h20376.CSI,CN材料综合(全),中证中国内地企业全球原材料综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球原材料综合指数旨在反映原材料行业股票的整体表现。,
1552,h20377.CSI,CN工业综合(全),中证中国内地企业全球工业综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球工业综合指数旨在反映工业行业股票的整体表现。,
1553,h20378.CSI,CN可选综合(全),中证中国内地企业全球可选消费综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球可选消费综合指数旨在反映可选消费行业股票的整体表现。,
1554,h20379.CSI,CN消费综合(全),中证中国内地企业全球主要消费综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球主要消费综合指数旨在反映主要消费行业股票的整体表现。,
1555,h20380.CSI,CN医药综合(全),中证中国内地企业全球医药卫生综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球医药卫生综合指数旨在反映医药卫生行业股票的整体表现。,
1556,h20381.CSI,CN金融综合(全),中证中国内地企业全球金融地产综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球金融地产综合指数旨在反映金融地产行业股票的整体表现。,
1557,h20382.CSI,CN信息综合(全),中证中国内地企业全球信息技术综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球信息技术综合指数旨在反映信息技术行业股票的整体表现。,
1558,h20383.CSI,CN电信综合(全),中证中国内地企业全球电信业务综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球电信业务综合指数旨在反映电信业务行业股票的整体表现。,
1559,h20384.CSI,CN公用综合(全),中证中国内地企业全球公用事业综合全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球公用事业综合指数旨在反映公用事业行业股票的整体表现。,
1560,h20385.CSI,中国内地全指(全)USD,中证中国内地企业全球综合美元全收益指数,CSI,中证公司,中证行业指数,综合指数,20041231,1000.0,20140731,其他,中证中国内地企业全球综合指数，选取全球市场上市的中国内地企业组成样本股，旨在全面反映上市中国内地企业的整体表现。,
1561,h20386.CSI,CN能源综合(全)USD,中证中国内地企业全球能源综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球能源综合指数旨在反映能源行业股票的整体表现。,
1562,h20387.CSI,CN材料综合(全)USD,中证中国内地企业全球原材料综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球原材料综合指数旨在反映原材料行业股票的整体表现。,
1563,h20388.CSI,CN工业综合(全)USD,中证中国内地企业全球工业综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球工业综合指数旨在反映工业行业股票的整体表现。,
1564,h20389.CSI,CN可选综合(全)USD,中证中国内地企业全球可选消费综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球可选消费综合指数旨在反映可选消费行业股票的整体表现。,
1565,h20390.CSI,CN消费综合(全)USD,中证中国内地企业全球主要消费综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球主要消费综合指数旨在反映主要消费行业股票的整体表现。,
1566,h20391.CSI,CN医药综合(全)USD,中证中国内地企业全球医药卫生综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球医药卫生综合指数旨在反映医药卫生行业股票的整体表现。,
1567,h20392.CSI,CN金融综合(全)USD,中证中国内地企业全球金融地产综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球金融地产综合指数旨在反映金融地产行业股票的整体表现。,
1568,h20393.CSI,CN信息综合(全)USD,中证中国内地企业全球信息技术综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球信息技术综合指数旨在反映信息技术行业股票的整体表现。,
1569,h20394.CSI,CN电信综合(全)USD,中证中国内地企业全球电信业务综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球电信业务综合指数旨在反映电信业务行业股票的整体表现。,
1570,h20395.CSI,CN公用综合(全)USD,中证中国内地企业全球公用事业综合美元全收益指数,CSI,中证公司,中证行业指数,一级行业指数,20041231,1000.0,20140731,其他,中证中国内地企业全球行业综合指数系列根据国际主流的行业分类，将上市公司分为10个行业，中证中国内地企业全球公用事业综合指数旨在反映公用事业行业股票的整体表现。,
1571,h20396.CSI,高等级短融(净),中证高等级短融指数(净价),CSI,中证公司,中证客户定制类指数,债券指数,20071231,100.0,20141105,其他,概要：为推进我国债券市场产品创新，为债券投资者提供新的投资标的，中证指数有限公司将于2014年11月5日正式发布中证高等级短融指数与中证高等级短融美元对冲指数。选样：债券种类：在银行间债券市场上市的短期融资券，债券币种为人民币。信用级别：短期融资券的发行主体信用级别为AAA级，或者主体信用级别为AA+且债项级别为A-1。发行量：6亿元及以上。剩余期限：1个月及以上。付息方式：固定利率付息或一次还本付息。,
1572,h20407.CSI,中国400全收益,中证中国内地企业400全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400指数覆盖全球市场上市的中国内地企业，选取沪深300指数样本公司以及最大的100家其他境外市场上市企业组成，以综合反映上市中国内地企业的表现。,
1573,h20408.CSI,中国400能源全收益,中证中国内地企业400能源全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400能源指数由中证中国内地企业400指数样本股中的能源行业股票组成，以反映该行业公司股票的整体表现。,
1574,h20409.CSI,中国400材料全收益,中证中国内地企业400原材料全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400材料指数由中证中国内地企业400指数样本股中的原材料行业股票组成，以反映该行业公司股票的整体表现。,
1575,h20410.CSI,中国400工业全收益,中证中国内地企业400工业全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400工业指数由中证中国内地企业400指数样本股中的工业行业股票组成，以反映该行业公司股票的整体表现。,
1576,h20411.CSI,中国400可选全收益,中证中国内地企业400可选消费全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400可选指数由中证中国内地企业400指数样本股中的可选消费行业股票组成，以反映该行业公司股票的整体表现。,
1577,h20412.CSI,中国400消费全收益,中证中国内地企业400主要消费全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400消费指数由中证中国内地企业400指数样本股中的主要消费行业股票组成，以反映该行业公司股票的整体表现。,
1578,h20413.CSI,中国400医药全收益,中证中国内地企业400医药卫生全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400医药指数由中证中国内地企业400指数样本股中的医药卫生行业股票组成，以反映该行业公司股票的整体表现。,
1579,h20414.CSI,中国400金融全收益,中证中国内地企业400金融地产全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400金融指数由中证中国内地企业400指数样本股中的金融地产行业股票组成，以反映该行业公司股票的整体表现。,
1580,h20415.CSI,中国400信息全收益,中证中国内地企业400信息技术全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400信息指数由中证中国内地企业400指数样本股中的信息技术行业股票组成，以反映该行业公司股票的整体表现。,
1581,h20416.CSI,中国400电信全收益,中证中国内地企业400电信业务全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400电信指数由中证中国内地企业400指数样本股中的电信业务行业股票组成，以反映该行业公司股票的整体表现。,
1582,h20417.CSI,中国400公用全收益,中证中国内地企业400公用事业全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400公用指数由中证中国内地企业400指数样本股中的公用事业行业股票组成，以反映该行业公司股票的整体表现。,
1583,h20423.CSI,中国400全收益(USD),中证中国内地企业400全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400指数覆盖全球市场上市的中国内地企业，选取沪深300指数样本公司以及最大的100家其他境外市场上市企业组成，以综合反映上市中国内地企业的表现。,
1584,h20424.CSI,中国400能源全收益(USD),中证中国内地企业400能源全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400能源指数由中证中国内地企业400指数样本股中的能源行业股票组成，以反映该行业公司股票的整体表现。,
1585,h20425.CSI,中国400材料全收益(USD),中证中国内地企业400原材料全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400材料指数由中证中国内地企业400指数样本股中的原材料行业股票组成，以反映该行业公司股票的整体表现。,
1586,h20426.CSI,中国400工业全收益(USD),中证中国内地企业400工业全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400工业指数由中证中国内地企业400指数样本股中的工业行业股票组成，以反映该行业公司股票的整体表现。,
1587,h20427.CSI,中国400可选全收益(USD),中证中国内地企业400可选消费全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400可选指数由中证中国内地企业400指数样本股中的可选消费行业股票组成，以反映该行业公司股票的整体表现。,
1588,h20428.CSI,中国400消费全收益(USD),中证中国内地企业400主要消费全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400消费指数由中证中国内地企业400指数样本股中的主要消费行业股票组成，以反映该行业公司股票的整体表现。,
1589,h20429.CSI,中国400医药全收益(USD),中证中国内地企业400医药卫生全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400医药指数由中证中国内地企业400指数样本股中的医药卫生行业股票组成，以反映该行业公司股票的整体表现。,
1590,h20430.CSI,中国400金融全收益(USD),中证中国内地企业400金融地产全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400金融指数由中证中国内地企业400指数样本股中的金融地产行业股票组成，以反映该行业公司股票的整体表现。,
1591,h20431.CSI,中国400信息全收益(USD),中证中国内地企业400信息技术全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400信息指数由中证中国内地企业400指数样本股中的信息技术行业股票组成，以反映该行业公司股票的整体表现。,
1592,h20432.CSI,中国400电信全收益(USD),中证中国内地企业400电信业务全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400电信指数由中证中国内地企业400指数样本股中的电信业务行业股票组成，以反映该行业公司股票的整体表现。,
1593,h20433.CSI,中国400公用全收益(USD),中证中国内地企业400公用事业全收益(USD)指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141017,其他,中证中国内地企业400公用指数由中证中国内地企业400指数样本股中的公用事业行业股票组成，以反映该行业公司股票的整体表现。,
1594,h20455.CSI,沪港深500(全),中证沪港深500全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深指数系列包括中证沪港深500指数、中证沪港深互联互通中小综合指数以及中证沪深港互联互通综合指数，该指数系列选取沪港深交易所上市的互联互通范围内股票作为指数样本股，以全面反映沪港深三地上市企业股票的整体表现。,
1595,h20456.CSI,沪港深通中小(全),中证沪港深互联互通中小综合全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深指数系列包括中证沪港深500指数、中证沪港深互联互通中小综合指数以及中证沪深港互联互通综合指数，该指数系列选取沪港深交易所上市的互联互通范围内股票作为指数样本股，以全面反映沪港深三地上市企业股票的整体表现。,
1596,h20457.CSI,沪港深通综合(全),中证沪港深互联互通综合全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深指数系列包括中证沪港深500指数、中证沪港深互联互通中小综合指数以及中证沪深港互联互通综合指数，该指数系列选取沪港深交易所上市的互联互通范围内股票作为指数样本股，以全面反映沪港深三地上市企业股票的整体表现。,
1597,h20458.CSI,沪港深500能源(全),中证沪港深500能源全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1598,h20459.CSI,沪港深500材料(全),中证沪港深500原材料全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1599,h20460.CSI,沪港深500工业(全),中证沪港深500工业全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1600,h20461.CSI,沪港深500可选(全),中证沪港深500可选消费全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1601,h20462.CSI,沪港深500消费(全),中证沪港深500主要消费全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1602,h20463.CSI,沪港深500医药(全),中证沪港深500医药卫生全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1603,h20464.CSI,沪港深500金融(全),中证沪港深500金融地产全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1604,h20465.CSI,沪港深500信息(全),中证沪港深500信息技术全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1605,h20466.CSI,沪港深500电信(全),中证沪港深500电信业务全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1606,h20467.CSI,沪港深500公用(全),中证沪港深500公用事业全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1607,h20468.CSI,沪港深通中小能源综合(全),中证沪港深互联互通中小综合能源全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1608,h20469.CSI,沪港深通中小材料综合(全),中证沪港深互联互通中小综合原材料全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1609,h20470.CSI,沪港深通中小工业综合(全),中证沪港深互联互通中小综合工业全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1610,h20471.CSI,沪港深通中小可选综合(全),中证沪港深互联互通中小综合可选消费全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1611,h20472.CSI,沪港深通中小消费综合(全),中证沪港深互联互通中小综合主要消费全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1612,h20473.CSI,沪港深通中小医药综合(全),中证沪港深互联互通中小综合医药卫生全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1613,h20474.CSI,沪港深通中小金融综合(全),中证沪港深互联互通中小综合金融地产全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1614,h20475.CSI,沪港深通中小信息综合(全),中证沪港深互联互通中小综合信息技术全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1615,h20476.CSI,沪港深通中小电信综合(全),中证沪港深互联互通中小综合电信业务全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1616,h20477.CSI,沪港深通中小公用综合(全),中证沪港深互联互通中小综合公用事业全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1617,h20478.CSI,沪港深通能源综合(全),中证沪港深互联互通综合能源全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪港深行业指数系列将中证沪港深500、中证沪港深互联互通中小综合以及中证沪港深互联互通综合指数样本股按行业分类标准分别分为10个行业，再以各行业全部股票作为样本编制指数，以反映中证沪港深指数系列中不同行业公司股票的整体表现。,
1618,h20479.CSI,沪港深通材料综合(全),中证沪港深互联互通综合原材料全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100原材料指数由中证沪深港1100指数样本股中的原材料行业股票组成，以反映该行业公司股票的整体表现。,
1619,h20480.CSI,沪港深通工业综合(全),中证沪港深互联互通综合工业全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100工业指数由中证沪深港1100指数样本股中的工业行业股票组成，以反映该行业公司股票的整体表现。,
1620,h20481.CSI,沪港深通可选综合(全),中证沪港深互联互通综合可选消费全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100可选消费指数由中证沪深港1100指数样本股中的可选消费行业股票组成，以反映该行业公司股票的整体表现。,
1621,h20482.CSI,沪港深通消费综合(全),中证沪港深互联互通综合主要消费全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100主要消费指数由中证沪深港1100指数样本股中的主要消费行业股票组成，以反映该行业公司股票的整体表现。,
1622,h20483.CSI,沪港深通医药综合(全),中证沪港深互联互通综合医药卫生全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100医药卫生指数由中证沪深港1100指数样本股中的医药卫生行业股票组成，以反映该行业公司股票的整体表现。,
1623,h20484.CSI,沪港深通金融综合(全),中证沪港深互联互通综合金融地产全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100金融地产指数由中证沪深港1100指数样本股中的金融地产行业股票组成，以反映该行业公司股票的整体表现。,
1624,h20485.CSI,沪港深通信息综合(全),中证沪港深互联互通综合信息技术全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100信息技术指数由中证沪深港1100指数样本股中的信息技术行业股票组成，以反映该行业公司股票的整体表现。,
1625,h20486.CSI,沪港深通电信综合(全),中证沪港深互联互通综合电信业务全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100电信业务指数由中证沪深港1100指数样本股中的电信业务行业股票组成，以反映该行业公司股票的整体表现。,
1626,h20487.CSI,沪港深通公用综合(全),中证沪港深互联互通综合公用事业全收益指数,CSI,中证公司,中证海外指数,主题指数,20041231,1000.0,20141128,其他,中证沪深港1100公用事业指数由中证沪深港1100指数样本股中的公用事业行业股票组成，以反映该行业公司股票的整体表现。,
1627,h20521.CSI,中证中票100全收益,中证中票100全收益指数,CSI,中证公司,中证债券指数,债券指数,20081231,100.0,20141125,其他,概要： 为推进我国债券市场产品创新，为债券投资者提供新的投资标的，中证指数有限公司将于 2014 年 11 月 25 日正式发布中证中票 100 指数。样本空间：  债券种类：在银行间债券市场上市的中期票据，债券币种为人民币。            信用评级：发行主体信用级别为 AA 级及以上。            发行量： 8 亿元及以上。            债券剩余期限： 1-5 年。            付息方式：固定利率付息和一次还本付息。,
1628,h20531.CSI,精工制造全收益,中证精工制造全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141218,其他,中证精工制造指数覆盖工业与通信设备行业，从相关行业选取不超过200只股票构成样本股，反映工业制造企业整体表现。,
1629,h20532.CSI,资源优选全收益,中证资源优选全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20141218,其他,中证资源优选指数覆盖原材料与能源行业，从相关行业选取不超过200只股票构成样本股，反映资源企业整体表现。,
1630,h20533.CSI,中国互联网50全收益,中证海外中国互联网50全收益指数,CSI,中证公司,中证海外指数,主题指数,20070629,1000.0,20141229,其他,中证海外中国互联网50指数选取海外交易所上市的50家中国互联网企业作为样本股，采用自由流通市值加权计算，反映在海外交易所上市知名中国互联网企业的投资机会。,
1631,h20534.CSI,中国互联网50(USD)全收益,中证海外中国互联网50(USD)50全收益指数,CSI,中证公司,中证海外指数,主题指数,20070629,1000.0,20141229,其他,中证海外中国互联网50指数选取海外交易所上市的50家中国互联网企业作为样本股，采用自由流通市值加权计算，反映在海外交易所上市知名中国互联网企业的投资机会。,
